date,^IRX,^FVX,^TNX,^TYX
2024-03-26,5.2179999351501465,4.224999904632568,4.234000205993652,4.400000095367432
2024-03-27,5.215000152587891,4.188000202178955,4.196000099182129,4.359000205993652
2024-03-28,5.203000068664551,4.21999979019165,4.205999851226807,4.348999977111816
2024-04-01,5.2179999351501465,4.3379998207092285,4.328999996185303,4.4679999351501465
2024-04-02,5.2129998207092285,4.354000091552734,4.364999771118164,4.508999824523926
2024-04-03,5.210000038146973,4.3379998207092285,4.355000019073486,4.508999824523926
2024-04-04,5.203000068664551,4.291999816894531,4.309000015258789,4.4720001220703125
2024-04-05,5.215000152587891,4.368000030517578,4.377999782562256,4.5320000648498535
2024-04-08,5.2230000495910645,4.434000015258789,4.423999786376953,4.552999973297119
2024-04-09,5.21999979019165,4.376999855041504,4.366000175476074,4.499000072479248
2024-04-10,5.243000030517578,4.614999771118164,4.559999942779541,4.635000228881836
2024-04-11,5.23799991607666,4.623000144958496,4.576000213623047,4.659999847412109
2024-04-12,5.230000019073486,4.5329999923706055,4.499000072479248,4.6020002365112305
2024-04-15,5.23799991607666,4.644999980926514,4.627999782562256,4.741000175476074
2024-04-16,5.232999801635742,4.682000160217285,4.658999919891357,4.757999897003174
2024-04-17,5.239999771118164,4.617000102996826,4.585000038146973,4.698999881744385
2024-04-18,5.243000030517578,4.685999870300293,4.646999835968018,4.744999885559082
2024-04-19,5.244999885559082,4.6570000648498535,4.614999771118164,4.710999965667725
2024-04-22,5.244999885559082,4.660999774932861,4.623000144958496,4.723999977111816
2024-04-23,5.244999885559082,4.622000217437744,4.5980000495910645,4.7230000495910645
2024-04-24,5.255000114440918,4.666999816894531,4.6519999504089355,4.783999919891357
2024-04-25,5.244999885559082,4.7170000076293945,4.705999851226807,4.820000171661377
2024-04-26,5.23799991607666,4.691999912261963,4.669000148773193,4.781000137329102
2024-04-29,5.243000030517578,4.638999938964844,4.613999843597412,4.73799991607666
2024-04-30,5.244999885559082,4.7230000495910645,4.685999870300293,4.789999961853027
2024-05-01,5.25,4.613999843597412,4.59499979019165,4.7129998207092285
2024-05-02,5.23799991607666,4.566999912261963,4.571000099182129,4.7179999351501465
2024-05-03,5.235000133514404,4.48199987411499,4.5,4.660999774932861
2024-05-06,5.239999771118164,4.482999801635742,4.488999843597412,4.642000198364258
2024-05-07,5.243000030517578,4.4710001945495605,4.4629998207092285,4.60699987411499
2024-05-08,5.244999885559082,4.500999927520752,4.492000102996826,4.631999969482422
2024-05-09,5.239999771118164,4.460000038146973,4.448999881744385,4.605999946594238
2024-05-10,5.243000030517578,4.51800012588501,4.504000186920166,4.645999908447266
2024-05-13,5.239999771118164,4.499000072479248,4.480999946594238,4.623000144958496
2024-05-14,5.235000133514404,4.458000183105469,4.445000171661377,4.593999862670898
2024-05-15,5.239999771118164,4.355999946594238,4.355999946594238,4.515999794006348
2024-05-16,5.243000030517578,4.39900016784668,4.376999855041504,4.51800012588501
2024-05-17,5.239999771118164,4.440999984741211,4.420000076293945,4.559999942779541
2024-05-20,5.239999771118164,4.456999778747559,4.436999797821045,4.572999954223633
2024-05-21,5.239999771118164,4.435999870300293,4.414000034332275,4.553999900817871
2024-05-22,5.244999885559082,4.4730000495910645,4.434000015258789,4.551000118255615
2024-05-23,5.244999885559082,4.526000022888184,4.474999904632568,4.579999923706055
2024-05-24,5.244999885559082,4.5279998779296875,4.4670000076293945,4.572999954223633
